#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2012-05-21T08:21:19 [V1.88 (30-Jan-2012)]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#INFO	votable-version=1.88 (30-Jan-2012)	
#INFO	-ref=VIZ4fb9f6df6278	
#INFO	-out.max=9999	
#INFO	queryParameters=25	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:II/144&cat:II/145&cat:V/53A&tab:{V/53A/catalog}&cat:VII/103&cat:J/A+A/341/553&cat:J/A+A/442/381&cat:J/A+A/451/835&cat:J/A+A/466/917&cat:J/A+A/486/505&cat:J/A+AS/93/373&cat:J/A+AS/102/89&cat:J/A+AS/104/9&cat:J/A+AS/106/257&cat:J/AJ/75/167&cat:J/AJ/126/1996&cat:J/ApJ/469/629&cat:J/ApJS/199/23&key:source=brightest+star&HTTPPRM:&-ref=VIZ4fb9f6df6278&-out.max=9999&-out.form=ascii table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=dec&-out.src=V/53A/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-out=n_HR&-out=Flamsteed&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=Dist&-out=Vmag&-out=SpType&-out=nComp&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=V/53A/catalog
#-source=V/53A/catalog
#-order=I
#-out=HR
#-out=n_HR
#-out=Flamsteed
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=nComp
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Coosys	B2000:	eq_FK4 B2000
#Coosys	J2000:	eq_FK5 J2000
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=ID_MAIN]
#Column	n_HR	(A1)	indicates that name(s) exist for this star in the file "\begin{tex}\vFile{V/53A/./names.dat}{names.dat}\end{tex}" {\em(indique l'existence de nom(s) usuels)}	[ucd=DATA_LINK]
#Column	Flamsteed	(I3)	? Flamsteed number	[ucd=ID_ALTERNATIVE]
#Column	Const	(A3)	\W{const}{/vizier/VizieR/constellations.htx}{Constellation Name} (3 characters)	[ucd=ID_CONSTEL]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=POS_EQ_RA_MAIN]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=POS_EQ_DEC_MAIN]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=POS_EC_LON]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=POS_EC_LAT]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=PHYS_DISTANCE_TRUE]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=PHOT_JHN_V]
#Column	SpType	(a19)	MK Spectral Type	[ucd=SPECT_TYPE_MK]
#Column	nComp	(I2)	[1/13]? Number of visual components (nombre de composantes visuelles)	[ucd=NUMBER]
_RAJ2000;_DEJ2000;HR;n_HR;Flamsteed;Const;RA2000;DE2000;ELON;ELAT;Dist;Vmag;SpType;nComp
081.1061;+17.3833;1780; ;111;Tau;05 24 25.4;+17 23 00; 81.47; -5.79;   47; 4.99;F8V                ; 2
080.9869; -7.8080;1784; ; 29;Ori;05 23 56.8;-07 48 29; 79.58;-30.92;  181; 4.12;G8IIICN-0.5        ;
081.1194; -2.3969;1788; ; 28;Ori;05 24 28.6;-02 23 49; 80.16;-25.53;  152; 3.35;B1V+B2e            ; 3
081.1869; +1.8464;1789; ; 25;Ori;05 24 44.8;+01 50 47; 80.54;-21.30; 1470; 4.96;B1Vpe              ;
081.2827; +6.3497;1790;*; 24;Ori;05 25 07.8;+06 20 59; 80.95;-16.82;  250; 1.64;B2III              ; 2
081.5731;+28.6075;1791;*;112;Tau;05 26 17.5;+28 36 27; 82.57;  5.39;  135; 1.65;B7III              ; 2
081.9086;+21.9369;1810; ;114;Tau;05 27 38.0;+21 56 13; 82.50; -1.29;  827; 4.89;B2.5IV             ; 5
081.7094; +3.0956;1811; ; 30;Ori;05 26 50.2;+03 05 44; 81.18;-20.09; 1026; 4.59;B2IV               ; 3
082.0615;-20.7594;1829;*;  9;Lep;05 28 14.7;-20 45 34; 79.67;-43.91;  163; 2.84;G5II               ; 5
082.4332; -1.0922;1834; ; 31;Ori;05 29 43.9;-01 05 32; 81.69;-24.31;  465; 4.71;K5III              ; 2
082.6961; +5.9481;1839; ; 32;Ori;05 30 47.0;+05 56 53; 82.39;-17.30;  296; 4.20;B5V                ; 2
083.1819;+32.1919;1843; ; 25;Aur;05 32 43.6;+32 11 31; 84.16;  8.89; 2985; 4.79;B5Iab              ;
083.0531;+18.5942;1845; ;119;Tau;05 32 12.7;+18 35 39; 83.40; -4.69; 2124; 4.33;M2Iab-Ib           ;
083.0015; -0.2992;1852;*; 34;Ori;05 32 00.3;-00 17 57; 82.36;-23.55; 1065; 2.24;B0III+O9V          ; 3
082.9827; -7.3017;1855; ; 36;Ori;05 31 55.8;-07 18 06; 81.91;-30.54; 1560; 4.63;B0V                ;
082.8031;-35.4705;1862; ;   ;Col;05 31 12.7;-35 28 14; 78.70;-58.63;  296; 3.87;K1IIIa             ;
083.1823;-17.8222;1865;*; 11;Lep;05 32 43.7;-17 49 20; 81.38;-41.06;  954; 2.57;F0Ib               ; 3
083.7052; +9.4894;1876; ; 37;Ori;05 34 49.2;+09 29 22; 83.61;-13.81; 1546; 4.41;B0III              ;
083.7844; +9.9342;1879; ; 39;Ori;05 35 08.2;+09 56 03; 83.71;-13.37;  175; 3.66;O8e                ; 4
083.7611; -6.0019;1887; ;   ;   ;05 35 02.6;-06 00 07; 82.88;-29.29; 1546; 4.78;B0.5V              ; 2
083.8465; -4.8383;1892; ; 42;Ori;05 35 23.1;-04 50 18; 83.04;-28.13; 1162; 4.59;B1V                ; 2
083.8581; -5.9100;1899; ; 44;Ori;05 35 25.9;-05 54 36; 83.00;-29.20; 1384; 2.76;O9III              ; 3
084.0531; -1.2019;1903;*; 46;Ori;05 36 12.7;-01 12 07; 83.46;-24.51; 1257; 1.69;B0Iae              ; 2
084.2265; +9.2906;1907; ; 40;Ori;05 36 54.3;+09 17 26; 84.13;-14.03;  116; 4.09;K0IIIbCN-2         ;
084.4111;+21.1425;1910; ;123;Tau;05 37 38.6;+21 08 33; 84.78; -2.20;  465; 3.03;B4IIIpe            ; 2
083.4064;-62.4900;1922; ;   ;Dor;05 33 37.5;-62 29 24; 52.12;-85.04; 1525; 3.76;F6Ia               ;
084.6865; -2.6000;1931; ; 48;Ori;05 38 44.7;-02 36 00; 84.10;-25.93; 1136; 3.80;O9.5V              ; 5
084.7965; +4.1214;1934; ; 47;Ori;05 39 11.1;+04 07 17; 84.50;-19.22;  654; 4.59;B3IIIe             ;
084.7211; -7.2130;1937; ; 49;Ori;05 38 53.0;-07 12 47; 83.92;-30.54;  155; 4.81;A4V                ;
085.3240;+16.5339;1946; ;126;Tau;05 41 17.7;+16 32 02; 85.49; -6.83;  605; 4.86;B3IV               ; 2
085.1898; -1.9428;1948; ; 50;Ori;05 40 45.5;-01 56 34; 84.68;-25.29; 1110; 2.05;O9.5Ibe            ; 3
085.1898; -1.9428;1949; ; 50;Ori;05 40 45.5;-01 56 34; 84.68;-25.29; 2255; 4.21;B0III              ; 3
085.2111; -1.1289;1952; ;   ;   ;05 40 50.6;-01 07 44; 84.74;-24.48; 1008; 4.95;B2IV-V             ;
084.9123;-34.0741;1956; ;   ;Col;05 39 38.9;-34 04 27; 82.17;-57.38;  271; 2.65;B7IVe              ; 2
085.6194; +1.4747;1963; ; 51;Ori;05 42 28.6;+01 28 29; 85.28;-21.89;  326; 4.90;K1III              ;
086.1161;-22.4483;1983; ; 13;Lep;05 44 27.8;-22 26 54; 84.85;-45.82;   29; 3.60;F6V                ; 3
087.2935;+39.1811;1995; ; 29;Aur;05 49 10.4;+39 10 52; 87.82; 15.76;  217; 4.53;G8III              ; 3
086.7390;-14.8219;1998; ; 14;Lep;05 46 57.3;-14 49 19; 85.99;-38.22;   70; 3.54;A3Vn               ;
087.2540;+24.5675;2002; ;132;Tau;05 49 00.9;+24 34 03; 87.50;  1.15;  543; 4.86;G8IIIv             ; 2
086.9390; -9.6697;2004;*; 53;Ori;05 47 45.3;-09 40 11; 86.40;-33.07; 1560; 2.06;B0.5Iav            ;
087.3873;+12.6511;2010; ;134;Tau;05 49 32.9;+12 39 04; 87.40;-10.76;  271; 4.91;B9IV               ; 2
087.7602;+37.3055;2011; ; 31;Aur;05 51 02.4;+37 18 20; 88.16; 13.88;  543; 4.74;M0III-IIIbFe-0.5   ;
087.8723;+39.1486;2012; ; 32;Aur;05 51 29.3;+39 08 55; 88.29; 15.72;  217; 3.97;K0III*             ; 2
086.1939;-65.7355;2015; ;   ;Dor;05 44 46.5;-65 44 08; 26.45;-88.25;  148; 4.35;A7V                ;
086.8214;-51.0664;2020; ;   ;Pic;05 47 17.1;-51 03 59; 82.54;-74.42;   63; 3.85;A5V                ;
088.7114;+55.7069;2029; ; 30;Aur;05 54 50.7;+55 42 25; 89.14; 32.27;  250; 5.00;A2V                ;
088.3319;+27.6122;2034; ;136;Tau;05 53 19.6;+27 36 44; 88.52;  4.18;  465; 4.59;A0V                ; 3
087.8302;-20.8792;2035; ; 15;Lep;05 51 19.2;-20 52 45; 87.17;-44.30;  112; 3.85;G8IIIwkCN*         ;
088.1102; +1.8553;2037; ; 56;Ori;05 52 26.4;+01 51 19; 87.97;-21.57;  660; 4.78;K1.5IIb            ; 2
087.7398;-35.7683;2040; ;   ;Col;05 50 57.5;-35 46 06; 86.42;-59.18;   88; 3.12;K2III              ;
087.4568;-56.1666;2042; ;   ;Pic;05 49 49.6;-56 10 00; 82.18;-79.54;  181; 4.51;K1III              ;
088.5956;+20.2761;2047; ; 54;Ori;05 54 22.9;+20 16 34; 88.68; -3.16;   28; 4.41;G0V                ; 3
088.2785;-33.8014;2056; ;   ;Col;05 53 06.8;-33 48 05; 87.36;-57.22;  362; 4.87;B5V                ;
088.7931; +7.4070;2061;*; 58;Ori;05 55 10.3;+07 24 25; 88.75;-16.03;  465; 0.50;M1-2Ia-Iab         ; 6
089.8818;+54.2847;2077; ; 33;Aur;05 59 31.6;+54 17 05; 89.92; 30.85;  141; 3.72;K0III              ; 4
089.4986;+25.9539;2084; ;139;Tau;05 57 59.6;+25 57 14; 89.55;  2.52; 3443; 4.82;B0.5II             ;
089.1011;-14.1678;2085; ; 16;Lep;05 56 24.2;-14 10 04; 88.90;-37.60;   49; 3.72;F1III              ;
088.8744;-37.1208;2087; ;   ;Col;05 55 29.8;-37 07 15; 88.17;-60.55;  362; 4.97;K1III              ;
089.8823;+44.9475;2088; ; 34;Aur;05 59 31.7;+44 56 51; 89.91; 21.51;   83; 1.90;A2IV               ; 3
089.9839;+45.9369;2091; ; 35;Aur;05 59 56.1;+45 56 13; 89.99; 22.50;  727; 4.25;M3II               ;
089.9302;+37.2125;2095; ; 37;Aur;05 59 43.2;+37 12 45; 89.94; 13.77;  181; 2.62;A0pSi              ; 4
088.5255;-63.0897;2102; ;   ;   ;05 54 06.1;-63 05 23; 79.09;-86.47;   90; 4.65;K1III-IV           ;
089.3844;-35.2833;2106; ;   ;Col;05 57 32.2;-35 17 00; 89.03;-58.72;  675; 4.36;B2.5IV             ; 2
090.0140; -3.0742;2113; ;   ;   ;06 00 03.3;-03 04 27; 90.02;-26.51;  465; 4.52;K2IIIv             ;
089.7864;-42.8153;2120; ;   ;Col;05 59 08.7;-42 48 55; 89.61;-66.25;  543; 3.96;K0III              ;
090.5961; +9.6475;2124; ; 61;Ori;06 02 23.0;+09 38 51; 90.60;-13.79;  155; 4.12;A2V                ; 3
090.4598;-10.5980;2128; ;  3;Mon;06 01 50.3;-10 35 53; 90.55;-34.04;  624; 4.94;B5III              ; 2
091.0302;+23.2633;2134; ;  1;Gem;06 04 07.2;+23 15 48; 90.95; -0.17;  155; 4.15;G7III              ; 4
090.9802;+20.1383;2135; ; 62;Ori;06 03 55.2;+20 08 18; 90.92; -3.30; 3364; 4.63;B2Iave             ; 2
091.2461;-16.4844;2148; ; 17;Lep;06 04 59.0;-16 29 04; 91.56;-39.92;  198; 4.93;A2eShell           ;
091.5390;-14.9353;2155; ; 18;Lep;06 06 09.3;-14 56 07; 91.90;-38.36;  171; 4.67;A1Vn               ;
091.8931;+14.7683;2159; ; 67;Ori;06 07 34.3;+14 46 06; 91.85; -8.66;  543; 4.42;B3V                ;
093.0140;+16.1306;2198; ; 69;Ori;06 12 03.3;+16 07 50; 92.92; -7.28;  461; 4.92;B5Vn               ;
092.9852;+14.2086;2199; ; 70;Ori;06 11 56.4;+14 12 31; 92.93; -9.20;  544; 4.48;B3IV               ; 3
094.7117;+69.3200;2209; ;   ;   ;06 18 50.8;+69 19 12; 92.39; 45.92;  181; 4.80;A0Vn               ;
092.5747;-54.9686;2212; ;   ;Pic;06 10 17.9;-54 58 07; 97.33;-78.34; 1553; 4.81;B3III+O9V          ;
094.4789;+61.5153;2215; ;  1;Lyn;06 17 54.9;+61 30 55; 92.71; 38.12;  559; 4.98;M3IIIab            ;
093.7194;+22.5067;2216; ;  7;Gem;06 14 52.6;+22 30 24; 93.44; -0.89;  362; 3.28;M3III              ; 3
093.8444;+29.4981;2219; ; 44;Aur;06 15 22.6;+29 29 53; 93.36;  6.10;  171; 4.35;G8.5IIIb           ;
093.7140; -6.2747;2227; ;  5;Mon;06 14 51.3;-06 16 29; 94.25;-29.66;  195; 3.96;K3III              ; 2
094.9056;+59.0108;2238; ;  2;Lyn;06 19 37.3;+59 00 39; 93.10; 35.62;  155; 4.48;A2Vs               ;
094.1377;-35.1405;2256; ;   ;Col;06 16 33.0;-35 08 26; 96.48;-58.49;  191; 4.37;K0III              ;
094.9981; -2.9444;2275; ;   ;   ;06 19 59.5;-02 56 40; 95.57;-26.29;  543; 4.90;M1III              ;
095.0781;-30.0633;2282; ;  1;CMa;06 20 18.7;-30 03 48; 97.38;-53.37;  362; 3.02;B2.5V              ; 2
095.7402;+22.5136;2286; ; 13;Gem;06 22 57.6;+22 30 49; 95.30; -0.82;  232; 2.87;M3IIIab            ; 3
096.2243;+49.2881;2289; ; 46;Aur;06 24 53.8;+49 17 17; 94.51; 25.95; 3154; 4.75;K5-M0Iab-Ib        ;
095.6748;-17.9561;2294; ;  2;CMa;06 22 41.9;-17 57 22; 97.19;-41.25;  543; 1.97;B1II-III           ; 2
095.5281;-33.4364;2296; ;   ;Col;06 22 06.7;-33 26 11; 98.42;-56.71;  250; 3.85;G7II               ;
095.9419; +4.5928;2298; ;  8;Mon;06 23 46.0;+04 35 34; 96.25;-18.72;  130; 4.44;A5IV               ; 3
095.9885;-52.6955;2326;*;   ;Car;06 23 57.2;-52 41 44;104.96;-75.82;  326;-0.72;F0II               ;
097.2406;+20.2119;2343; ; 18;Gem;06 28 57.7;+20 12 43; 96.80; -3.06;  543; 4.14;B6IIIe             ; 8
097.2040; -7.0330;2356; ; 11;Mon;06 28 48.9;-07 01 59; 98.28;-30.27;  459; 4.60;B3Ve               ; 4
097.0423;-32.5803;2361; ;   ;CMa;06 28 10.1;-32 34 49;100.58;-55.76;  407; 4.48;B4V                ;
098.2261; +7.3328;2385; ; 13;Mon;06 32 54.2;+07 19 58; 98.48;-15.86; 2825; 4.50;A0Ib               ;
097.9640;-23.4183;2387; ;  4;CMa;06 31 51.3;-23 25 06;100.66;-46.56; 1490; 4.33;B0.5IV             ; 3
098.7640;-22.9647;2414; ;  5;CMa;06 35 03.3;-22 57 53;101.66;-46.05;  465; 4.54;A0V                ;
099.4281;+16.3992;2421;*; 24;Gem;06 37 42.7;+16 23 57; 99.10; -6.74;  105; 1.92;A0IV               ; 3
099.8327;+42.4889;2427; ; 50;Aur;06 39 19.8;+42 29 20; 97.67; 19.31;  465; 4.82;K3III              ; 3
099.1711;-19.2561;2429; ;  7;CMa;06 36 41.0;-19 15 22;101.74;-42.32;   65; 3.91;K1III              ;
098.7439;-52.9755;2435; ;   ;   ;06 34 58.5;-52 58 32;111.83;-75.75; 1065; 4.39;A0II               ;
099.4723;-18.2375;2443; ;  8;CMa;06 37 53.3;-18 14 15;102.00;-41.28;  465; 4.42;K1III              ;
099.8194;-14.1458;2450; ;   ;   ;06 39 16.6;-14 08 45;101.98;-37.18;  569; 4.82;K2II               ;
099.4402;-43.1958;2451; ;   ;Pup;06 37 45.6;-43 11 45;107.15;-66.07;  465; 3.17;B8III              ;
100.2444; +9.8956;2456; ; 15;Mon;06 40 58.6;+09 53 44;100.37;-13.18; 3169; 4.66;O7Ve               ;13
099.6568;-48.2203;2462; ;   ;   ;06 38 37.6;-48 13 13;110.06;-70.99;  465; 4.93;G8III              ; 2
101.5589;+59.4417;2470; ; 12;Lyn;06 46 14.1;+59 26 30; 97.26; 36.29;  232; 4.87;A3V                ; 4
100.9831;+25.1311;2473; ; 27;Gem;06 43 55.9;+25 07 52; 99.94;  2.07;  754; 2.98;G8Ib               ; 2
100.9969;+13.2278;2478; ; 30;Gem;06 43 59.2;+13 13 40;100.86; -9.80;  296; 4.49;K0IIICN1Ca1        ; 2
101.3223;+12.8956;2484; ; 31;Gem;06 45 17.3;+12 53 44;101.21;-10.10;   57; 3.36;F5III              ;
101.2873;-16.7161;2491;*;  9;CMa;06 45 08.9;-16 42 58;104.08;-39.61;    8;-1.46;A1Vm               ; 4
101.8327; +8.0372;2503; ; 17;Mon;06 47 19.8;+08 02 14;102.13;-14.91;  543; 4.76;K4III              ;
101.9652; +2.4122;2506; ; 18;Mon;06 47 51.6;+02 24 44;102.78;-20.50;  407; 4.46;K0IIIBa0.1         ;
105.0166;+76.9775;2527; ;   ;   ;07 00 04.0;+76 58 39; 95.68; 53.83;  191; 4.55;K4III              ;
102.4602;-32.5086;2538; ; 13;CMa;06 49 50.4;-32 30 31;108.57;-55.15;  906; 3.89;B1.5IVne           ;
103.1973;+33.9611;2540; ; 34;Gem;06 52 47.3;+33 57 40;101.12; 11.03;  203; 3.60;A3III              ; 3
102.7181;-34.3672;2549; ;   ;   ;06 50 52.3;-34 22 02;109.46;-56.95;  292; 4.99;K5III              ;
102.0476;-61.9414;2550; ;   ;Pic;06 48 11.4;-61 56 29;144.12;-83.04;  101; 3.27;A7IV               ;
102.4839;-50.6147;2553; ;   ;Pup;06 49 56.1;-50 36 53;117.73;-72.85;  191; 2.93;K1III              ;
102.4639;-53.6222;2554; ;   ;   ;06 49 51.3;-53 37 20;121.23;-75.71;  619; 4.40;G6II               ;
104.3189;+58.4225;2560; ; 15;Lyn;06 57 16.5;+58 25 21; 99.15; 35.44;  171; 4.35;G5III-IV           ; 4
103.6611;+13.1778;2564; ; 38;Gem;06 54 38.6;+13 10 40;103.49; -9.62;   93; 4.65;F0Vp               ; 3
103.3869;-20.2242;2571; ; 15;CMa;06 53 32.8;-20 13 27;107.24;-42.87; 1611; 4.83;B1IV               ;
103.5473;-12.0386;2574; ; 14;CMa;06 54 11.3;-12 02 19;106.18;-34.72;  271; 4.08;K4III              ;
103.5327;-24.1839;2580; ; 16;CMa;06 54 07.8;-24 11 02;108.16;-46.77; 2673; 3.87;K2Iab              ;
104.4044;+45.0942;2585; ; 16;Lyn;06 57 37.0;+45 05 39;100.93; 22.20;  232; 4.90;A2Vn               ;
103.9056;-20.1364;2590; ; 19;CMa;06 55 37.3;-20 08 11;107.88;-42.72;   95; 4.69;F2                 ; 2
104.0277;-14.0436;2593; ; 18;CMa;06 56 06.6;-14 02 37;107.04;-36.66;  205; 5.00;G5III+A2           ; 4
104.0340;-17.0542;2596; ; 20;CMa;06 56 08.1;-17 03 15;107.52;-39.64; 1687; 4.37;B3II               ;
104.0668;-48.7211;2608; ;   ;   ;06 56 16.0;-48 43 16;119.09;-70.74;  392; 4.95;M1III              ;
104.6565;-28.9722;2618;*; 21;CMa;06 58 37.5;-28 58 20;110.76;-51.36;  465; 1.50;B2II               ; 2
105.4298;-27.9350;2646; ; 22;CMa;07 01 43.1;-27 56 06;111.56;-50.23; 2877; 3.43;K7Ib               ; 2
105.7277; -4.2392;2648; ; 19;Mon;07 02 54.6;-04 14 21;107.62;-26.72; 1497; 5.00;B1V                ;
106.0273;+20.5703;2650; ; 43;Gem;07 04 06.5;+20 34 13;104.99; -2.04; 1546; 3.79;F7-G3Ib            ; 6
105.7561;-23.8333;2653; ; 24;CMa;07 03 01.4;-23 50 00;111.00;-46.13; 2773; 3.01;B3Iab              ;
105.9394;-15.6333;2657; ; 23;CMa;07 03 45.4;-15 38 00;109.61;-37.99;  407; 4.11;B8II               ;
105.9739;-49.5839;2672; ;   ;   ;07 03 53.7;-49 35 02;123.55;-71.17;  203; 4.93;A4IV               ;
107.0977;-26.3931;2693; ; 25;CMa;07 08 23.4;-26 23 35;113.40;-48.45; 2735; 1.84;F8Ia               ;
107.9140;+39.3206;2696; ; 63;Aur;07 11 39.3;+39 19 14;104.39; 16.77;  465; 4.99;K4III-IIIa         ;
107.7848;+30.2453;2697; ; 46;Gem;07 11 08.3;+30 14 43;105.44;  7.75;  326; 4.42;K2III              ; 3
107.5569; -4.2372;2701; ; 20;Mon;07 10 13.6;-04 14 14;109.64;-26.49;  217; 4.92;K0III              ; 4
107.2127;-39.6558;2702; ;   ;   ;07 08 51.0;-39 39 21;118.43;-61.41;  915; 4.83;B2IV-V             ;
107.9661; -0.4928;2714; ; 22;Mon;07 11 51.8;-00 29 34;109.54;-22.72;  407; 4.15;A2V                ; 2
108.3427;+16.1589;2717; ; 51;Gem;07 13 22.2;+16 09 32;107.70; -6.16;  678; 5.00;M4IIIab            ; 3
107.1875;-70.4992;2736; ;   ;Vol;07 08 45.0;-70 29 57;219.86;-82.62;  141; 3.78;K0III              ; 2
108.1402;-46.7594;2740; ;   ;   ;07 12 33.6;-46 45 34;124.74;-68.02;   69; 4.49;F0IV               ;
112.7684;+82.4117;2742; ;   ;   ;07 31 04.5;+82 24 42; 95.77; 59.43;  543; 4.96;M4IIIa             ;
108.5631;-26.3525;2745; ; 27;CMa;07 14 15.1;-26 21 09;115.33;-48.17;  751; 4.65;B3IIIe             ; 2
108.3056;-45.1831;2746; ;   ;   ;07 13 13.3;-45 10 59;123.71;-66.49;  191; 4.89;A0pSi              ;
108.7027;-26.7728;2749; ; 28;CMa;07 14 48.6;-26 46 22;115.63;-48.56;  567; 3.82;B2IV-Ve            ;
108.6589;-48.2717;2762; ;   ;   ;07 14 38.1;-48 16 18;127.09;-69.32;  362; 4.76;B8-9V              ; 2
109.5231;+16.5403;2763; ; 54;Gem;07 18 05.5;+16 32 25;108.78; -5.64;   95; 3.58;A3V                ; 3
109.1531;-23.3156;2764; ;   ;   ;07 16 36.7;-23 18 56;115.26;-45.09; 1750; 4.79;K3Ib               ; 2
109.1456;-27.8811;2766; ;   ;   ;07 16 34.9;-27 52 52;116.55;-49.57;  465; 4.60;M3III              ;
109.2856;-37.0975;2773; ;   ;Pup;07 17 08.5;-37 05 51;120.30;-58.53;   89; 2.70;K3Ib               ; 2
110.0306;+21.9822;2777; ; 55;Gem;07 20 07.3;+21 58 56;108.52; -0.18;   59; 3.53;F2IV               ; 3
109.6681;-24.5589;2781; ; 29;CMa;07 18 40.3;-24 33 32;116.26;-46.22; 3154; 4.95;O7e+O7:            ;
109.6769;-24.9542;2782; ; 30;CMa;07 18 42.4;-24 57 15;116.38;-46.61; 3013; 4.40;O9Ib               ; 5
109.5769;-36.7342;2787; ;   ;   ;07 18 18.4;-36 44 03;120.56;-58.11;  633; 4.67;B2V+B3IVne         ; 4
109.2076;-67.9575;2803; ;   ;Vol;07 16 49.8;-67 57 27;199.43;-82.48;  727; 3.98;F6II               ;
110.5565;-19.0167;2812; ;   ;   ;07 22 13.5;-19 01 00;115.94;-40.62;  543; 4.96;B7IV               ;
111.6785;+49.2117;2818; ; 21;Lyn;07 26 42.8;+49 12 42;105.71; 26.95;  250; 4.63;A1V                ;
111.4315;+27.7981;2821; ; 60;Gem;07 25 43.5;+27 47 53;108.96;  5.76;  130; 3.79;G9IIIbHdelta-1     ;
111.0235;-29.3031;2827; ; 31;CMa;07 24 05.6;-29 18 11;119.54;-50.61; 2472; 2.44;B5Ia               ; 2
111.4119; +9.2761;2828; ;  2;CMi;07 25 38.8;+09 16 34;111.66;-12.57;  244; 4.99;G6.5IIb            ;
111.7877; +8.2892;2845; ;  3;CMi;07 27 09.0;+08 17 21;112.19;-13.49;  171; 2.89;B8Ve               ; 5
112.2777;+31.7845;2852; ; 62;Gem;07 29 06.6;+31 47 04;109.09;  9.81;   60; 4.18;F0V                ; 4
112.0406; +8.9256;2854; ;  4;CMi;07 28 09.7;+08 55 32;112.35;-12.82;  407; 4.30;K3III              ; 4
112.4490;+12.0067;2864; ;  6;CMi;07 29 47.7;+12 00 24;112.27; -9.71;  214; 4.55;K1IIIBa0.5         ;
112.4644;-23.0244;2874; ;   ;   ;07 29 51.4;-23 01 28;119.38;-44.20; 2224; 4.86;A5Ib               ; 2
112.3077;-43.3014;2878; ;   ;Pup;07 29 13.8;-43 18 05;128.69;-63.77;  191; 3.25;K5III              ; 2
112.6773;-30.9622;2881; ;   ;   ;07 30 42.5;-30 57 44;122.38;-51.88; 2286; 4.65;G3Ib               ;
113.6498;+31.8884;2890;*; 66;Gem;07 34 35.9;+31 53 18;110.24; 10.10;   51; 1.58;A2Vm               ; 4
113.6498;+31.8884;2891; ; 66;Gem;07 34 35.9;+31 53 18;110.24; 10.10;   51; 1.58;A1V                ; 4
113.4494;-14.5239;2902; ;   ;   ;07 33 47.8;-14 31 26;118.31;-35.69; 8063; 4.98;M2Iabpe+B2V        ;
113.9806;+26.8956;2905; ; 69;Gem;07 35 55.3;+26 53 44;111.34;  5.22;  250; 4.06;M0III-IIIb         ; 2
113.5131;-22.2961;2906; ;   ;   ;07 34 03.1;-22 17 46;120.47;-43.28;   85; 4.45;F6IV               ;
113.8452;-28.3694;2922; ;   ;   ;07 35 22.8;-28 22 10;122.92;-49.12;  232; 4.63;B8V                ; 3
114.7915;+34.5845;2930; ; 71;Gem;07 39 09.9;+34 35 04;110.74; 12.91;  163; 4.91;F3III              ;
113.9156;-52.5339;2934; ;   ;   ;07 35 39.7;-52 32 02;141.74;-71.70;  407; 4.94;K3III              ;
114.3419;-34.9683;2937; ;   ;   ;07 37 22.0;-34 58 06;126.47;-55.37;  362; 4.53;B8IV               ; 3
114.8256; +5.2250;2943;*; 10;CMi;07 39 18.1;+05 13 30;115.79;-16.02;   11; 0.37;F5IV-V             ; 5
114.5748;-25.3650;2944; ;   ;   ;07 38 17.9;-25 21 54;122.78;-46.05;  283; 4.70;B8IV               ; 2
115.7518;+58.7103;2946; ; 24;Lyn;07 43 00.4;+58 42 37;106.35; 36.72;  250; 4.99;A3IVn              ; 2
